pid,born,age,gender,race,grade,tertiary,province,dweltyp,no_reside,water,elect,work_feb,emdays_feb,emhrs_feb,feb_pay_pure,feb_pay,work_apr,apr_return,worktype,work_code,emdays_apr,emhrs_apr,apr_pay_pure,apr_pay,uif_ters,work_seek,last_seek,hh_childgrant,any_childgrant,hh_govpen,any_govpen,grant_rec,grantyp1,grantyp2,grantyp3,hhincsource1,hhincsource2,hhincsource3,hhincdec1,hhincdec2,hhincdec3,apr_hh_inc,hh_inc_lost,nomoneyfood,7dayshungry,chldcr,time_chldcr,kids_in_school,ed_books,edtv,edradio,edonline,suppgov,suppngo,suppcom
748560,1977,43,female,african,11,no,limpopo,house/flat,18,yes,yes,no,,,,,no,no,,,,,,,,,,8.0,,1.0,,no,,,,government grants,,,no income decrease,,,1700.0,no,yes,yes,yes,over 4 hours more,8.0,yes,yes,no,no,no,no,no
748574,1987,33,male,african,12,no,gauteng,informal,1,yes,yes,yes,7.0,12.0,5000,,yes,,regular job,service & sales,7.0,12.0,5000.0,,yes,,,0.0,,0.0,,no,,,,employment,,,from employment,,,6000.0,yes,yes,yes,,,0.0,,,,,no,no,no
748615,1988,32,female,african,12,yes,natal,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,,,2.0,,0.0,,no,,,,employment,,,from employment,,,4000.0,yes,no,no,yes,over 4 hours more,1.0,yes,no,yes,no,no,no,no
748711,1976,44,male,african,11,no,natal,traditional,4,no,yes,yes,7.0,9.0,6500,,yes,,regular job,clerical support,7.0,9.0,7500.0,,no,,,1.0,,0.0,,no,,,,employment,,,no income decrease,,,7500.0,no,no,no,yes,3-4 hours,1.0,yes,yes,yes,yes,no,no,no
748758,1992,28,female,african,8,,natal,house/flat,5,yes,yes,yes,5.0,10.0,,"<R3,000",no,yes,casual work,craft & trade,5.0,12.0,,,no,,,2.0,,0.0,,no,,,,employment,own business,government grants,from employment,from own business,,2000.0,no,yes,no,yes,over 4 hours more,2.0,yes,yes,no,no,no,no,no
748763,1984,36,female,african,10,no,north west,informal,2,yes,no,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,,,,from government grants,,,,yes,yes,yes,,,,,,,,no,no,no
748784,1974,46,female,african,9,no,limpopo,house/flat,3,yes,yes,yes,2.0,8.0,700,,no,,regular job,elementary occup,,,700.0,,no,,,1.0,,0.0,,no,,,,employment,government grants,,no income decrease,,,1120.0,no,yes,yes,yes,nearly an hour,2.0,no,no,no,no,no,no,no
748815,1995,25,female,african,12,no,free state,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,2.0,,0.0,,no,,,,employment,government grants,,,,,1500.0,no,yes,no,yes,over 4 hours more,1.0,yes,yes,no,no,no,no,no
748893,1995,25,female,african,12,no,natal,traditional,8,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,3.0,,1.0,,yes,child support,pension,,government grants,,,no income decrease,,,2500.0,yes,yes,yes,yes,over 4 hours more,3.0,yes,no,no,no,no,no,no
748977,1971,49,male,african,12,no,mpumalanga,house/flat,2,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,1.0,,0.0,,yes,disability,,,government grants,,,no income decrease,,,1200.0,no,yes,yes,yes,3-4 hours,1.0,no,yes,yes,no,no,no,no
749153,1971,49,male,african,12,no,natal,house/flat,5,yes,yes,yes,4.0,12.0,5000,,yes,,regular job,professionals,6.0,12.0,,"R6,001-R12,000",no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,5000.0,no,no,no,yes,3-4 hours,2.0,yes,yes,yes,no,no,no,yes
749158,1974,46,male,african,12,yes,gauteng,informal,4,no,yes,yes,5.0,8.0,8000,,yes,,regular job,service & sales,,,9000.0,,no,,,2.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,yes,over 4 hours more,1.0,yes,yes,yes,yes,no,no,no
749283,1963,57,female,african,12,yes,natal,house/flat,6,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,0.0,,no,,,,other,,,no income decrease,,,4000.0,yes,yes,no,yes,over 4 hours more,3.0,yes,yes,no,no,no,no,no
749285,1987,33,female,african,12,yes,natal,house/flat,10,yes,yes,yes,3.0,7.0,3200,,no,,,,,,,,,no,1-6 months ago,4.0,,0.0,,no,,,,employment,government grants,,from employment,,,,yes,no,no,yes,1-2 hours,4.0,yes,no,no,no,no,no,no
749326,1981,39,female,african,11,yes,natal,house/flat,5,yes,no,,,,,,,,,,,,,,,,,3.0,,,,yes,child support,,,government grants,,,no income decrease,,,1300.0,yes,yes,no,yes,over 4 hours more,0.0,yes,no,no,yes,yes,no,no
749365,1965,55,female,african,6,,mpumalanga,house/flat,6,no,yes,retired,,,,,,,,,,,,,,,,4.0,,2.0,,yes,pension,,,friends/family,,,no income decrease,,,4200.0,yes,yes,yes,yes,over 4 hours more,6.0,yes,yes,yes,yes,no,yes,no
749383,1968,52,female,african,12,no,north west,house/flat,7,yes,yes,yes,5.0,9.0,,"R12,001-R24,000",no,no,,,,,,,,no,within last month,2.0,,0.0,,no,,,,employment,government grants,,no income decrease,,,17000.0,yes,yes,no,yes,over 4 hours more,3.0,no,yes,no,no,no,no,no
749592,1984,36,female,african,10,no,free state,informal,2,yes,yes,no,,,,,no,yes,regular job,elementary occup,0.0,0.0,0.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,0.0,no,yes,yes,,,,,,,,no,no,no
749607,1983,37,female,african,12,no,natal,house/flat,6,yes,yes,yes,6.0,7.0,,"R3,001-R6,000",yes,,regular job,service & sales,6.0,7.0,,"R3,001-R6,000",no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,,,,,,,,no,no,no
749616,1995,25,male,african,12,no,mpumalanga,house/flat,8,no,no,yes,5.0,8.0,5000,,yes,,casual work,craft & trade,5.0,8.0,8500.0,,no,,,4.0,,0.0,,no,,,,employment,,,no income decrease,,,9000.0,yes,yes,no,no,,5.0,yes,yes,no,no,no,no,no
749708,1983,37,female,african,9,no,mpumalanga,house/flat,7,no,yes,no,,,,,no,no,,,,,,,,no,,5.0,,0.0,,no,,,,friends/family,,,no income decrease,,,2700.0,yes,yes,no,no,,4.0,yes,no,yes,no,no,no,no
749741,1997,23,male,african,11,no,natal,house/flat,3,no,yes,retired,,,,,,,,,,,,,,,,1.0,,0.0,,no,,,,no income,,,no income,,,,no,no,yes,yes,3-4 hours,2.0,yes,no,yes,yes,no,no,no
749810,2001,19,male,african,12,yes,natal,house/flat,7,yes,yes,no,,,,,no,no,,,,,,,,,,1.0,,,no,yes,other,,,,,,,,,7000.0,yes,yes,no,no,,2.0,yes,yes,yes,yes,no,no,no
749822,1981,39,male,african,11,no,natal,house/flat,2,yes,yes,yes,4.0,8.0,2000,,yes,,regular job,clerical support,1.0,8.0,,,yes,,,0.0,,0.0,,no,,,,employment,own business,,from employment,from own business,,,yes,no,no,,,,,,,,no,no,no
749931,1978,42,female,african,9,no,eastern cape,house/flat,5,no,yes,no,,,,,no,yes,,unemployed,,,,,,,,3.0,,0.0,,no,,,,government grants,,,no income decrease,,,940.0,no,yes,yes,yes,over 4 hours more,4.0,yes,yes,yes,no,no,no,yes
750052,1993,27,male,african,11,no,natal,house/flat,9,yes,yes,no,,,,,no,,,,,,,,,,,5.0,,1.0,,no,,,,government grants,,,from other,,,,no,yes,no,yes,over 4 hours more,0.0,yes,yes,no,no,no,no,yes
750066,1986,34,female,african,8,,natal,traditional,4,no,yes,yes,5.0,6.0,1500,,no,no,,,,,,,,yes,1-6 months ago,2.0,,0.0,,yes,child support,,,employment,government grants,,from employment,,,2000.0,no,yes,yes,yes,over 4 hours more,1.0,yes,yes,no,no,no,no,yes
750169,1974,46,female,african,12,yes,natal,house/flat,12,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,6.0,,1.0,,no,,,,government grants,,,no income decrease,,,6000.0,no,no,no,yes,3-4 hours,7.0,no,no,no,no,no,no,no
750277,9999,,female,african,0,,eastern cape,traditional,9,no,yes,no,,,,,no,no,,,,,,,,,,6.0,,1.0,,yes,child support,pension,foster child care,government grants,,,no income decrease,,,,no,yes,yes,yes,over 4 hours more,4.0,no,yes,yes,,no,no,no
750337,1978,42,female,african,12,no,limpopo,house/flat,2,no,no,no,,,,,no,yes,regular job,elementary occup,,,0.0,,no,,,1.0,,0.0,,yes,child support,,,government grants,,,no income decrease,,,440.0,no,yes,no,,,,,,,,no,no,no
750407,1990,30,female,african,12,no,natal,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,,,1.0,,1.0,,no,,,,government grants,friends/family,,no income decrease,,,,no,yes,no,no,,0.0,no school books,no,no,no,no,no,no
750448,1948,72,male,african,0,,gauteng,house/flat,6,yes,yes,no,,,,,no,no,,,,,,,,,,3.0,,1.0,,yes,pension,,,no income,,,no income decrease,,,,no,no,no,no,,0.0,yes,yes,yes,yes,yes,yes,yes
750452,1958,62,female,african,7,,natal,traditional,6,yes,yes,retired,,,,,,,,,,,,,,,,2.0,,3.0,,yes,pension,,,government grants,,,from government grants,,,6000.0,no,yes,yes,no,,0.0,no,no,no,yes,no,no,no
750539,1993,27,female,african,12,yes,gauteng,house/flat,2,yes,yes,yes,6.0,5.0,1500,,no,,casual work,elementary occup,,,2500.0,,no,,,1.0,,0.0,,yes,child support,,,employment,,,from employment,,,4200.0,yes,no,no,,,,,,,,no,no,no
750573,1983,37,male,african,11,no,gauteng,informal,11,yes,yes,yes,,,1300,,yes,,regular job,service & sales,1.0,12.0,2800.0,,yes,,,3.0,,1.0,,no,,,,employment,,,from employment,,,2800.0,yes,yes,no,yes,3-4 hours,3.0,yes,yes,yes,yes,no,no,no
750692,1990,30,female,african,12,no,natal,house/flat,8,yes,yes,no,,,,,no,,,,,,,,,,,1.0,,0.0,,yes,child support,,,government grants,,,no income decrease,,,,,no,no,yes,over 4 hours more,2.0,no,yes,yes,no,no,no,no
751018,2001,19,male,african,11,no,eastern cape,traditional,6,no,yes,no,,,,,no,no,,,,,,,,,,3.0,,0.0,,no,,,,government grants,,,from government grants,,,1300.0,no,no,no,yes,over 4 hours more,3.0,yes,yes,yes,no,no,no,no
751089,1977,43,male,african,11,yes,mpumalanga,house/flat,4,yes,yes,yes,7.0,12.0,7600,,yes,,regular job,elementary occup,4.0,12.0,7200.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,7200.0,yes,no,yes,yes,3-4 hours,2.0,yes,yes,yes,no,no,no,yes
751110,1961,59,female,african,9,no,mpumalanga,house/flat,9,no,yes,yes,4.0,6.0,3500,,yes,,casual work,service & sales,4.0,6.0,3000.0,,no,,,2.0,,0.0,,no,,,,employment,government grants,,no income decrease,,,,yes,yes,yes,yes,1-2 hours,4.0,yes,yes,yes,yes,no,yes,no
751276,1962,58,male,african,8,,eastern cape,traditional,2,no,no,no,,,,,no,no,,,,,,,,yes,>1 year ago,0.0,,0.0,,no,,,,friends/family,,,no income decrease,,,,no,no,yes,,,,,,,,no,no,no
751295,1997,23,female,african,12,no,natal,traditional,5,no,yes,no,,,,,no,,casual work,craft & trade,2.0,0.0,,,no,,,2.0,,0.0,,no,,,,no income,,,no income,no income decrease,,0.0,yes,yes,yes,yes,3-4 hours,0.0,yes,yes,yes,no,yes,no,yes
751305,9999,,female,african,no schooling,,gauteng,house/flat,7,yes,yes,retired,,,,,,,,,,,,,,,,2.0,,1.0,,no,,,,employment,,,from employment,,,7000.0,no,no,no,no,,0.0,no,no,yes,yes,no,no,no
751325,1999,21,female,african,9,no,eastern cape,traditional,7,no,no,no,,,,,no,no,,,,,,,,,,4.0,,0.0,,no,,,,government grants,,,,,,,,yes,no,no,,4.0,yes,yes,yes,no,no,no,no
751350,1973,47,female,coloured,10,no,western cape,house/flat,9,yes,yes,yes,5.0,9.0,1700,,yes,,regular job,clerical support,5.0,9.0,,,no,,,1.0,,0.0,,yes,child support,,,employment,,,no income decrease,,,,yes,yes,no,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,yes
751395,1959,61,male,african,8,,free state,house/flat,4,yes,yes,no,7.0,6.0,500,,no,yes,self-employed,,,,,,,,,1.0,,2.0,,yes,pension,,,own business,government grants,,from own business,,,4900.0,no,no,no,no,,1.0,yes,yes,no,no,no,no,no
751427,1979,41,female,african,12,no,free state,traditional,6,no,yes,no,,,,,no,no,,,,,,,,no,6-12 months ago,3.0,,0.0,,no,,,,own business,,,from own business,,,1370.0,no,yes,no,yes,over 4 hours more,3.0,yes,yes,no,no,no,no,no
751617,2000,20,female,african,12,no,eastern cape,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,,,1.0,,0.0,,no,,,,employment,,,from employment,,,,yes,no,no,no,,1.0,no,no,no,yes,no,no,no
751622,1991,29,male,african,12,yes,natal,house/flat,4,no,no,yes,7.0,9.0,8200,,no,,,,,,,,,,,,,1.0,,no,,,,employment,,,,,,,yes,yes,no,no,,0.0,,,,,no,no,yes
751665,1993,27,male,african,11,no,gauteng,informal,4,yes,no,no,,,,,no,no,,,,,,,,yes,never worked,0.0,,0.0,,no,,,,friends/family,,,from friends/family,,,150.0,no,no,no,,,,,,,,no,no,yes
751717,1974,46,male,african,12,yes,limpopo,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,no,,,no,0.0,,no,,,,,,,no income decrease,,,,no,no,no,yes,3-4 hours,1.0,yes,yes,yes,no,no,no,no
751872,1979,41,female,african,ncv4,yes,gauteng,informal,2,yes,yes,yes,2.0,8.0,1000,,no,no,,,,,,,,no,1-6 months ago,0.0,,0.0,,no,,,,friends/family,,,no income decrease,,,4000.0,no,yes,no,,,,,,,,no,no,no
752051,1972,48,female,african,8,,gauteng,informal,4,yes,yes,yes,5.0,8.0,3800,,yes,,regular job,,5.0,8.0,3800.0,,no,,,0.0,,1.0,,no,,,,employment,,,no income decrease,,,,yes,yes,no,,,,,,,,no,no,no
752054,1999,21,female,african,12,no,natal,house/flat,6,yes,yes,,,,,,,,,,,,,,,,,0.0,,0.0,,no,,,,,,,,,,,,,,,,2.0,no,yes,no,no,no,no,no
752066,1956,64,female,african,1,,eastern cape,house/flat,5,yes,no,retired,,,,,,,,,,,,,,,,3.0,,1.0,,yes,pension,,,government grants,,,,,,5000.0,no,no,no,yes,over 4 hours more,3.0,no,no,no,no,no,no,no
752141,1999,21,male,african,12,no,northern cape,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,no,6-12 months ago,0.0,,1.0,,no,,,,friends/family,,,from friends/family,,,2000.0,yes,yes,no,,,,,,,,no,no,no
752158,1990,30,female,coloured,12,yes,eastern cape,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,no,6-12 months ago,0.0,,0.0,,no,,,,employment,,,from employment,,,9000.0,yes,yes,yes,yes,over 4 hours more,0.0,no,yes,no,yes,no,no,no
752168,1955,65,female,african,12,no,mpumalanga,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,,,1.0,,1.0,,yes,pension,,,government grants,friends/family,,no income decrease,,,3100.0,no,no,no,yes,1-2 hours,0.0,yes,yes,no,no,yes,no,no
752228,1973,47,male,african,11,no,gauteng,house/flat,5,yes,yes,no,,,,,no,yes,regular job,operators & assemblers,0.0,0.0,6000.0,,no,,,0.0,,0.0,,no,,,,employment,friends/family,,from employment,from friends/family,,,yes,no,no,yes,nearly an hour,3.0,yes,yes,no,yes,no,no,no
752291,1984,36,female,african,11,no,limpopo,house/flat,4,yes,yes,yes,2.0,6.0,,"<R3,000",no,yes,casual work,elementary occup,,,,"<R3,000",no,,,2.0,,,no,no,,,,employment,,,from employment,,,,yes,yes,no,yes,over 4 hours more,2.0,no,yes,no,no,no,no,no
752338,1997,23,male,african,11,no,natal,traditional,8,yes,yes,no,0.0,0.0,0,,yes,,casual work,elementary occup,5.0,9.0,,,no,,,2.0,,1.0,,no,,,,employment,,,no income decrease,,,,no,no,no,no,,1.0,no,yes,no,yes,no,no,no
752348,1955,65,female,coloured,7,,eastern cape,house/flat,4,yes,yes,yes,3.0,9.0,2000,,yes,,casual work,elementary occup,3.0,8.0,,,no,,,0.0,,1.0,,yes,pension,,,employment,government grants,,no income decrease,,,,no,no,no,,,,,,,,no,no,no
752377,1982,38,female,african,11,no,natal,house/flat,6,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,0.0,,0.0,,no,,,,friends/family,,,no income decrease,,,,no,yes,no,yes,over 4 hours more,3.0,yes,yes,no,no,no,no,no
752477,2000,20,female,coloured,12,no,western cape,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,yes,6-12 months ago,1.0,,0.0,,no,,,,friends/family,,,no income,,,4000.0,no,yes,yes,yes,over 4 hours more,1.0,yes,no,no,yes,no,no,yes
752539,1989,31,male,african,12,no,western cape,informal,3,no,yes,yes,5.0,9.0,6000,,yes,,regular job,elementary occup,5.0,9.0,6000.0,,no,,,2.0,,0.0,,no,,,,employment,government grants,,from employment,from government grants,,6000.0,no,no,no,yes,3-4 hours,1.0,yes,no,no,no,no,no,no
752574,1972,48,female,african,8,,gauteng,house/flat,2,yes,yes,no,7.0,9.0,80,,no,no,,,,,,,,yes,,0.0,,0.0,,no,,,,no income,,,no income,,,0.0,yes,yes,yes,,,,,,,,no,no,no
752596,2001,19,female,african,12,no,mpumalanga,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,yes,never worked,0.0,,1.0,,no,,,,no income,,,no income,,,0.0,no,yes,yes,,,,,,,,no,no,no
752632,1985,35,male,african,12,no,gauteng,house/flat,3,yes,yes,yes,5.0,7.0,4500,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,own business,,,from own business,,,0.0,yes,yes,yes,,,,,,,,no,no,no
752641,1953,67,male,african,no schooling,,natal,traditional,4,no,yes,no,,,,,no,,,,,,,,,no,>1 year ago,1.0,,2.0,,yes,pension,,,government grants,,,no income decrease,,,,no,yes,no,,,,,,,,no,no,no
752642,1974,46,female,african,12,no,natal,traditional,4,yes,yes,yes,5.0,8.0,2000,,no,no,,,,,,,,no,1-6 months ago,3.0,,0.0,,no,,,,employment,government grants,,from employment,,,900.0,yes,yes,yes,yes,over 4 hours more,3.0,yes,yes,no,no,no,no,no
752691,9999,,female,african,no schooling,,limpopo,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,2.0,,no,,,,government grants,,,no income decrease,,,,no,no,no,,,,,,,,no,no,no
752725,1981,39,female,african,12,no,gauteng,informal,6,yes,yes,no,0.0,0.0,840,,no,,,unemployed,0.0,0.0,,,applied still waiting,,,2.0,,0.0,,no,,,,government grants,friends/family,,from friends/family,,,2000.0,yes,yes,yes,yes,over 4 hours more,2.0,yes,yes,no,no,no,no,no
752931,1991,29,female,african,12,yes,mpumalanga,house/flat,9,yes,yes,yes,4.0,6.0,,,no,no,,,,,,,,,,3.0,,1.0,,no,,,,government grants,,,no income decrease,,,500.0,no,yes,no,yes,over 4 hours more,4.0,yes,no,yes,yes,no,yes,yes
753133,1991,29,male,african,12,no,mpumalanga,house/flat,4,no,no,yes,6.0,10.0,3500,,yes,,self-employed,,,,,,,,,0.0,,0.0,,no,,,,own business,,,from own business,,,5500.0,yes,no,no,no,,0.0,,,,,no,no,no
753141,1974,46,female,african,10,no,free state,house/flat,4,yes,yes,yes,6.0,8.0,3500,,no,no,,,,,,,,no,1-6 months ago,1.0,,1.0,,no,,,,employment,,,from employment,,,3500.0,no,no,no,yes,over 4 hours more,1.0,yes,yes,no,no,no,no,no
753144,1986,34,male,african,10,no,eastern cape,house/flat,4,yes,yes,yes,4.0,11.0,,"R3,001-R6,000",yes,,casual work,elementary occup,4.0,11.0,,,no,,,1.0,,,,no,,,,employment,,,no income decrease,,,,no,no,no,no,,0.0,no,no,no,no,no,no,no
753175,1982,38,female,african,11,no,natal,traditional,3,yes,yes,yes,3.0,8.0,1200,,yes,,casual work,elementary occup,,,,,no,,,1.0,,0.0,,yes,child support,,,employment,government grants,,from employment,,,1600.0,yes,yes,yes,,,,,,,,no,no,no
753243,1946,74,male,african,6,,western cape,house/flat,3,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,1700.0,no,yes,no,,,,,,,,no,no,no
753296,1997,23,female,african,12,yes,natal,house/flat,8,no,yes,no,,,,,no,no,,,,,,,,,,0.0,,0.0,,no,,,,no income,,,no income decrease,,,0.0,no,no,yes,yes,over 4 hours more,2.0,no school books,no,no,no,no,no,no
753343,1999,21,male,african,11,no,mpumalanga,house/flat,5,yes,yes,no,3.0,8.0,,"<R3,000",no,no,,,,,,,,yes,1-6 months ago,0.0,,1.0,,no,,,,government grants,,,from government grants,,,,,yes,no,,,,,,,,no,no,no
753392,1972,48,female,african,11,yes,limpopo,house/flat,6,yes,yes,yes,7.0,12.0,3500,,yes,,casual work,service & sales,7.0,12.0,3500.0,,no,,,1.0,,1.0,,no,,,,employment,,,no income decrease,,,,no,no,no,no,,2.0,no,yes,yes,no,no,no,no
753402,1978,42,female,african,9,no,free state,informal,3,yes,yes,yes,5.0,6.0,1500,,no,,,,,,,,,no,1-6 months ago,1.0,,0.0,,no,,,,employment,own business,,from employment,,,1210.0,yes,no,no,yes,over 4 hours more,1.0,yes,no,yes,no,no,no,no
753405,1992,28,female,african,12,yes,eastern cape,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,2.0,,1.0,,no,,,,government grants,,,no income decrease,,,,no,no,no,yes,over 4 hours more,1.0,yes,yes,yes,no,no,no,no
753455,2000,20,female,african,12,no,natal,traditional,11,no,yes,no,,,,,no,no,,,,,,,,no,never worked,3.0,,0.0,,yes,foster child care,,,own business,government grants,,no income decrease,,,,no,no,no,no,,3.0,yes,yes,yes,no,no,no,no
753465,1999,21,female,african,12,no,eastern cape,house/flat,8,no,yes,no,,,,,no,no,,,,,,,,yes,within last month,4.0,,1.0,,no,,,,government grants,,,from government grants,,,6000.0,no,no,no,yes,over 4 hours more,5.0,yes,yes,yes,yes,no,no,no
753517,1984,36,female,african,12,no,north west,house/flat,3,yes,yes,yes,5.0,8.0,,"R6,001-R12,000",no,yes,regular job,craft & trade,,,7704.0,,yes,,,0.0,,0.0,,no,,,,employment,,,from employment,,,7704.0,no,yes,no,yes,over 4 hours more,2.0,no,yes,no,yes,no,no,no
753555,1989,31,male,african,10,no,limpopo,house/flat,8,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,1.0,,no,,,,government grants,,,from government grants,,,,no,yes,no,yes,over 4 hours more,3.0,yes,yes,yes,no,no,no,no
753689,1989,31,female,african,12,no,mpumalanga,house/flat,10,yes,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,3.0,,0.0,,no,,,,government grants,,,no income,,,1290.0,no,yes,yes,yes,1-2 hours,1.0,yes,yes,yes,no,no,no,no
753717,1998,22,male,african,11,no,natal,house/flat,13,yes,yes,yes,6.0,12.0,1980,,no,no,,,,,,,,yes,1-6 months ago,4.0,,2.0,,no,,,,employment,government grants,,from employment,,,,yes,yes,,no,,5.0,yes,yes,yes,no,no,yes,no
753719,1993,27,male,african,12,yes,gauteng,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,0.0,,1.0,,no,,,,government grants,,,,,,,no,yes,no,,,,,,,,no,no,no
753762,1995,25,female,african,12,no,natal,informal,5,yes,no,yes,4.0,5.0,1900,,no,no,,,,,,,,no,1-6 months ago,2.0,,1.0,,no,,,,employment,government grants,,from employment,,,,yes,yes,yes,yes,over 4 hours more,0.0,no,yes,yes,no,yes,yes,yes
753950,1946,74,female,coloured,8,,gauteng,house/flat,5,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,no,,,,government grants,,,no income decrease,,,,no,no,no,,,,,,,,no,no,no
753960,1985,35,male,african,11,no,mpumalanga,house/flat,3,yes,yes,no,,,,,no,,casual work,craft & trade,4.0,8.0,,,no,,,1.0,,0.0,,yes,covid relief,,,friends/family,,,from friends/family,,,,yes,yes,no,yes,over 4 hours more,1.0,yes,yes,no,no,no,no,no
753995,1999,21,female,african,12,no,natal,house/flat,11,yes,yes,no,,,,,no,no,,,,,,,,,,6.0,,1.0,,yes,child support,,,government grants,,,no income decrease,,,,no,no,no,yes,over 4 hours more,8.0,yes,yes,no,no,no,no,no
754056,1949,71,female,african,N3,yes,north west,house/flat,4,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,from government grants,,,13000.0,no,no,no,,,,,,,,no,no,no
754085,1953,67,female,african,10,no,natal,house/flat,7,yes,yes,retired,,,,,,,,,,,,,,,,3.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,1500.0,yes,yes,yes,yes,over 4 hours more,1.0,yes,yes,yes,yes,yes,no,no
754113,1974,46,female,coloured,no schooling,,northern cape,house/flat,6,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,2.0,,0.0,,no,,,,employment,government grants,,no income decrease,,,3500.0,no,yes,yes,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,no
754131,1988,32,female,african,12,no,eastern cape,house/flat,5,no,yes,retired,,,,,,,,,,,,,,,,2.0,,0.0,,no,,,,government grants,,,no income decrease,,,3000.0,no,no,no,yes,3-4 hours,1.0,no,yes,yes,no,no,no,no
754136,1978,42,male,coloured,11,no,northern cape,house/flat,4,yes,yes,yes,5.0,9.0,2100,,no,no,,,,,,,,yes,1-6 months ago,1.0,,0.0,,yes,child support,other,,employment,other,,from government grants,from other,,1600.0,no,yes,no,yes,1-2 hours,2.0,yes,yes,no,no,no,no,no
754141,1984,36,female,african,10,no,natal,traditional,3,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,1.0,,0.0,,no,,,,government grants,,,no income decrease,,,740.0,no,yes,yes,yes,over 4 hours more,1.0,yes,yes,yes,no,yes,no,no
754182,1974,46,male,african,12,no,gauteng,other,4,yes,yes,yes,6.0,12.0,7600,,yes,,regular job,service & sales,6.0,12.0,7500.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,16000.0,no,no,no,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,no
754274,1998,22,male,african,12,no,mpumalanga,house/flat,17,yes,yes,no,,,,,no,no,,,,,,,,,,5.0,,2.0,,no,,,,friends/family,,,from friends/family,,,,no,yes,no,yes,1-2 hours,5.0,yes,yes,yes,no,no,no,no
754276,1987,33,female,coloured,9,no,northern cape,informal,4,no,yes,yes,2.0,8.0,700,,no,no,,,,,,,,no,1-6 months ago,2.0,,0.0,,no,,,,government grants,,,no income decrease,,,1500.0,no,yes,no,yes,over 4 hours more,2.0,no,no,no,no,yes,no,no
754311,1990,30,male,african,4,,mpumalanga,house/flat,16,yes,yes,no,,,,,no,,casual work,craft & trade,2.0,2.0,,,no,,,2.0,,2.0,,no,,,,government grants,,,no income decrease,,,,no,yes,no,yes,over 4 hours more,0.0,yes,yes,yes,,no,no,no
754332,1979,41,female,african,8,,northern cape,house/flat,6,yes,yes,no,,,,0,no,,,elementary occup,,,,0,no,,,2.0,,0.0,,yes,child support,,,government grants,,,from government grants,,,800.0,yes,yes,yes,yes,over 4 hours more,2.0,yes,yes,yes,yes,yes,yes,yes
754604,1972,48,female,african,9,no,natal,house/flat,8,no,yes,no,5.0,2.0,600,,no,,,,,,,,,,,2.0,,0.0,,no,,,,own business,government grants,,from own business,,,2800.0,yes,yes,no,yes,over 4 hours more,2.0,yes,,no,no,no,no,no
754635,1989,31,female,african,12,no,free state,informal,4,yes,yes,no,,,,,no,no,,,,,,,,,,3.0,,0.0,,no,,,,government grants,friends/family,,from friends/family,,,2800.0,no,no,no,no,,2.0,yes,yes,no,no,yes,yes,yes
